"audio","audio_example","audio_meaning","image","text_example","text_example_translate","text_meaning","text_meaning_translate","transcription","word","word_translate","difficulty"
"files/20_2189.mp3","files/20_2189_example.mp3","files/20_2189_meaning.mp3","files/20_2189.jpg","Many of the older people thought his long hair made him look too feminine","Многие пожилые люди думали, что его длинные волосы заставляли его выглядеть слишком женственно","If something is feminine, then it has qualities that are commonly related to women","Если что-то женское, то оно обладает качествами, которые обычно связаны с женщинами","[fémənin]","feminine","женский род",4
"files/20_2190.mp3","files/20_2190_example.mp3","files/20_2190_meaning.mp3","files/20_2190.jpg","Everyone knows where they fit in the hierarchy","Все знают, где они вписываются в иерархию","A hierarchy is a system of things or people ranked one above the other","Иерархия - это система вещей или людей, ранжированных один над другим","[háiərὰːrki]","hierarchy","иерархия",4
"files/20_2191.mp3","files/20_2191_example.mp3","files/20_2191_meaning.mp3","files/20_2191.jpg","Football players wear shoulder pads to keep them safe","Футболисты носят наплечники, чтобы держать их в безопасности","A pad is a thick piece of soft material used to protect or clean things","Подушка - это толстый кусок мягкого материала, который используется для защиты или чистки вещей","[pæd]","pad","подушка",4
"files/20_2192.mp3","files/20_2192_example.mp3","files/20_2192_meaning.mp3","files/20_2192.jpg","Ladies and gentlemen, take your partners for the next dance","Дамы и господа, возьмите ваших партнеров для следующего танца","Your partner is someone who lives or works with you as an equal","Ваш партнер - это тот, кто живет или работает с вами на равных","[pάːrtnər]","partner","партнер",4
"files/20_2193.mp3","files/20_2193_example.mp3","files/20_2193_meaning.mp3","files/20_2193.jpg","Before cars were invented, horses were the predominant method of travel","До изобретения автомобилей лошади были преобладающим методом передвижения","If something is predominant, then it is the most important, common, or strongest","Если что-то преобладает, то это самое важное, общее или самое сильное","[pridɑ́mənənt]","predominant","доминирующий",4
"files/20_2194.mp3","files/20_2194_example.mp3","files/20_2194_meaning.mp3","files/20_2194.jpg","The introduction of the guests followed the normal protocol","Представление гостей следовало нормальному протоколу","Protocol is a system of rules and customs that guides how things are done","Протокол - это система правил и обычаев, которая определяет, как все делается","[próutəkɔ̀ːl]","protocol","протокол",4
"files/20_2195.mp3","files/20_2195_example.mp3","files/20_2195_meaning.mp3","files/20_2195.jpg","The service from the less-than-reputable company made her angry","Сервис от менее уважаемой компании разозлил ее","If someone or something is reputable, then they have a good reputation","Если кто-то или что-то заслуживает уважения, то у них хорошая репутация","[répjətəbəl]","reputable","авторитетный",4
"files/20_2196.mp3","files/20_2196_example.mp3","files/20_2196_meaning.mp3","files/20_2196.jpg","A red octagon is used to signify a place to stop","Красный восьмиугольник используется для обозначения места для остановки","To signify means to be a symbol of something","Значить означает быть символом чего-то","[sígnəfài]","signify","означают",4
"files/20_2197.mp3","files/20_2197_example.mp3","files/20_2197_meaning.mp3","files/20_2197.jpg","She put the strap of her purse over her shoulder and walked out the door","Она надела сумочку через плечо и вышла за дверь","A strap is a thin long piece of fabric used to fasten, carry, or hold something","Ремень - это тонкий длинный кусок ткани, используемый для крепления, переноски или удержания чего-либо","[stræp]","strap","ремень",4
"files/20_2198.mp3","files/20_2198_example.mp3","files/20_2198_meaning.mp3","files/20_2198.jpg","Her clothes were all in the latest style","Её одежда была вся в последнем стиле","Your style is the way you do things","Твой стиль - это то, как ты делаешь вещи","[stail]","style","стиль",4
"files/20_2199.mp3","files/20_2199_example.mp3","files/20_2199_meaning.mp3","files/20_2199.jpg","The laces of his shoes were in such a tangle that he could not untie them","Шнурки его туфель были так запутаны, что он не мог их развязать","A tangle is something or many things twisted together","Путаница - это нечто или много вещей, скрученных вместе","[tǽŋgəl]","tangle","переплетение",4
"files/20_2200.mp3","files/20_2200_example.mp3","files/20_2200_meaning.mp3","files/20_2200.jpg","Her vanity won’t allow her to pass a mirror without looking at herself","Ее тщеславие не позволит ей пройти зеркало, не глядя на себя","Vanity is excessive pride or love of one’s own appearance or things one has done","Тщеславие - это чрезмерная гордость или любовь к своей внешности или вещам, которые ты совершил","[vǽnəti]","vanity","тщеславие",4
"files/21_2201.mp3","files/21_2201_example.mp3","files/21_2201_meaning.mp3","files/21_2201.jpg","After a long day of fishing, Glen pulled his boat ashore, so it wouldn’t float away","После долгого дня рыбалки Глен вытащил свою лодку на берег, чтобы она не уплыла","If something goes ashore, it goes from the water to the land","Если что-то выходит на берег, оно идет от воды к земле","[əʃɔ́ːr]","ashore","берег",4
"files/21_2202.mp3","files/21_2202_example.mp3","files/21_2202_meaning.mp3","files/21_2202.jpg","Ken was always fighting with his little sister because she kept contradicting him","Кен всегда боролся со своей младшей сестрой, потому что она продолжала ему противоречить","To contradict means to state the opposite of what someone else has said","Противостоять значит утверждать противоположное тому, что сказал кто-то другой","[kɑ̀ntrədíkt]","contradict","противоречат",4
"files/21_2203.mp3","files/21_2203_example.mp3","files/21_2203_meaning.mp3","files/21_2203.jpg","Our manager will meet our rival company’s counterpart later today","Наш менеджер встретится с коллегой нашей конкурирующей компании позже сегодня","A counterpart is something that is very similar to something else in what it does","Партнер - это нечто очень похожее на то, что он делает","[káuntərpɑ̀ːrt]","counterpart","двойник",4
"files/21_2204.mp3","files/21_2204_example.mp3","files/21_2204_meaning.mp3","files/21_2204.jpg","The movie was devoid of any violence, so it was a perfect movie for the family","В фильме не было никакого насилия, поэтому это был идеальный фильм для всей семьи","When something or someone is devoid of a thing, they are missing it","Когда что-то или кто-то лишен чего-то, они упускают это","[divɔ́id]","devoid","лишены",4
"files/21_2205.mp3","files/21_2205_example.mp3","files/21_2205_meaning.mp3","files/21_2205.jpg","The road diverged into two paths that led to our houses","Дорога разошлась на две дорожки, которые вели к нашим домам","To diverge is to become different or to follow a different direction","Разойтись - значит стать другим или следовать другому направлению","[divə́ːrdʒ]","diverge","расходятся",4
"files/21_2206.mp3","files/21_2206_example.mp3","files/21_2206_meaning.mp3","files/21_2206.jpg","Some doctors say that what a mother eats has a big effect on her embryo","Некоторые врачи говорят, что то, что ест мать, сильно влияет на ее эмбрион","An embryo is a human or animal that is still growing inside its mother","Эмбрион - это человек или животное, которое все еще растет внутри своей матери","[émbriòu]","embryo","зародыш",4
"files/21_2207.mp3","files/21_2207_example.mp3","files/21_2207_meaning.mp3","files/21_2207.jpg","We finally reached our destination","Мы наконец достигли нашей цели","When something finally happens, it happens at the end of a series of events","Когда что-то наконец происходит, это происходит в конце ряда событий","[fáinəli] (final + ly)","finally","наконец-то",4
"files/21_2208.mp3","files/21_2208_example.mp3","files/21_2208_meaning.mp3","files/21_2208.jpg","Alice wants to write for a gazette when she’s older","Алиса хочет написать для газеты, когда она станет старше","A gazette is a newspaper","Газета - это газета","[gəzét]","gazette","вестник",4
"files/21_2209.mp3","files/21_2209_example.mp3","files/21_2209_meaning.mp3","files/21_2209.jpg","All of the houses on Victor’s block were boring and homogenous","Все дома на блоке Виктора были скучными и однородными","If something is homogeneous, it is made up of things which are all the same","Если что-то однородно, оно состоит из одинаковых вещей","[hòuməʤíːniəs]","homogeneous","гомогенный",4
"files/21_2210.mp3","files/21_2210_example.mp3","files/21_2210_meaning.mp3","files/21_2210.jpg","Each individual is responsible for themselves","Каждый человек несет ответственность за себя","An individual is a single member of a group","Человек является отдельным членом группы","[ìndəvídʒuəl]","individual","физическое лицо",4
"files/21_2211.mp3","files/21_2211_example.mp3","files/21_2211_meaning.mp3","files/21_2211.jpg","There had been a major shift in government policy","Произошло серьезное изменение в правительственной политике","A major event is a very important event","Важное событие - очень важное событие","[méidʒər]","major","крупный",4
"files/21_2212.mp3","files/21_2212_example.mp3","files/21_2212_meaning.mp3","files/21_2212.jpg","The car broke down on the road and obstructed traffic for hours","Машина сломалась на дороге и мешала движению часами","To obstruct something means to get in its way","Препятствовать чему-либо - значит мешать","[əbstrʌ́kt]","obstruct","воспрепятствовать",4
"files/21_2213.mp3","files/21_2213_example.mp3","files/21_2213_meaning.mp3","files/21_2213.jpg","The water in the pool was very cold, but the boy plunged in anyway","Вода в бассейне была очень холодной, но мальчик все равно погрузился","To plunge means to move down into something very quickly","Окунуться означает двигаться очень быстро во что-то","[plʌndʒ]","plunge","лягушатник",4
"files/21_2214.mp3","files/21_2214_example.mp3","files/21_2214_meaning.mp3","files/21_2214.jpg","Sandy walked slowly across the beach, trying to prolong her lunch break","Сэнди медленно шла по пляжу, пытаясь продлить перерыв на обед","To prolong means to make something last for a longer time","Продлить - значит сделать что-то дольше","[proulɔ́ːŋ]","prolong","продлить",4
"files/21_2215.mp3","files/21_2215_example.mp3","files/21_2215_meaning.mp3","files/21_2215.jpg","The company publicized the job positions in the newspaper","Компания обнародовала вакансии в газете","To publicize is to make something get a lot of attention","Рекламировать - значит привлекать к себе много внимания","[pʌ́bləsàiz]","publicize","гласность",4
"files/21_2216.mp3","files/21_2216_example.mp3","files/21_2216_meaning.mp3","files/21_2216.jpg","The store sold their surplus items on sale","Магазин продал свои излишки на распродаже","A surplus is an extra amount of something","Избыток - это дополнительное количество чего-то","[sə́ːrplʌs]","surplus","излишки",4
"files/21_2217.mp3","files/21_2217_example.mp3","files/21_2217_meaning.mp3","files/21_2217.jpg","She survived a heart attack","Она пережила сердечный приступ","When something survives, it manages to continue to live in spite of difficult circumstances","Когда что-то выживает, ему удается продолжать жить, несмотря на сложные обстоятельства","[sərváiv]","survive","выжить",4
"files/21_2218.mp3","files/21_2218_example.mp3","files/21_2218_meaning.mp3","files/21_2218.jpg","They enjoyed theorizing about how things worked","Они наслаждались рассуждениями о том, как все работает","To theorize means to develop ideas about something","Теоретизировать означает развивать идеи о чем-то","[θíːəràiz]","theorize","теоретизировать",4
"files/21_2219.mp3","files/21_2219_example.mp3","files/21_2219_meaning.mp3","files/21_2219.jpg","Julian called the movie theater to verify that the movie started at nine","Джулиан позвонил в кинотеатр, чтобы убедиться, что фильм начался в девять","To verify means to find out if something is true","Проверить - значит узнать, правда ли что-то","[vérəfài]","verify","проверить",4
"files/21_2220.mp3","files/21_2220_example.mp3","files/21_2220_meaning.mp3","files/21_2220.jpg","Henry uses vigorous exercise to keep himself in shape","Генри использует энергичные упражнения, чтобы держать себя в форме","If something or someone is vigorous, they use a lot of energy","Если что-то или кто-то энергичный, они используют много энергии","[vígərəs]","vigorous","энергичный",4
"files/22_2221.mp3","files/22_2221_example.mp3","files/22_2221_meaning.mp3","files/22_2221.jpg","The altar had many lit candles on it","На алтаре было много зажженных свечей","An altar is a table used in churches","Алтарь - это стол, используемый в церквях","[ɔ́ːltər]","altar","алтарь",4
"files/22_2222.mp3","files/22_2222_example.mp3","files/22_2222_meaning.mp3","files/22_2222.jpg","Agatha couldn’t play the piano anymore because of her arthritis","Агата больше не могла играть на пианино из-за своего артрита","Arthritis is an illness causing pain and swelling in a person’s joints","Артрит - это болезнь, вызывающая боль и отек в суставах человека","[aːrθráitis]","arthritis","артрит",4
"files/22_2223.mp3","files/22_2223_example.mp3","files/22_2223_meaning.mp3","files/22_2223.jpg","Gardens are the best places for botany","Сады - лучшие места для ботаники","Botany is the study of plants","Ботаника - это изучение растений","[bɑ́təni]","botany","ботаника",4
"files/22_2224.mp3","files/22_2224_example.mp3","files/22_2224_meaning.mp3","files/22_2224.jpg","Dick gave a credible reason for being late and didn’t get in any trouble","Дик дал вескую причину опоздания и не попал в неприятности","If something or someone is credible, they can be believed or trusted","Если что-то или кто-то заслуживает доверия, им можно верить или доверять","[krédəbəl]","credible","заслуживающий доверия",4
"files/22_2225.mp3","files/22_2225_example.mp3","files/22_2225_meaning.mp3","files/22_2225.jpg","We visited the graves of our deceased grandparents","Мы посетили могилы наших умерших бабушек и дедушек","If someone is deceased, they are dead","Если кто-то умер, он мертв","[disíːst]","deceased","умерший",4
"files/22_2226.mp3","files/22_2226_example.mp3","files/22_2226_meaning.mp3","files/22_2226.jpg","The magic looked very real, but it was only deception","Магия выглядела очень реальной, но это был только обман","Deception is the act of lying or tricking someone","Обман - это обман или обман кого-то","[disépʃən]","deception","обман",4
"files/22_2227.mp3","files/22_2227_example.mp3","files/22_2227_meaning.mp3","files/22_2227.jpg","Please scan this document so we have an electronic copy","Пожалуйста, отсканируйте этот документ, чтобы у нас была электронная копия","A document is a written text, usually not in the form of a book","Документ - это письменный текст, обычно не в форме книги","[dάkjumənt]","document","документ",4
"files/22_2228.mp3","files/22_2228_example.mp3","files/22_2228_meaning.mp3","files/22_2228.jpg","There was cow dung all over the field","По всему полю был коровий навоз","Dung is solid waste material produced by animals","Навоз - это твердые отходы, производимые животными","[dʌŋ]","dung","навоз",4
"files/22_2229.mp3","files/22_2229_example.mp3","files/22_2229_meaning.mp3","files/22_2229.jpg","After dusk, Hannah went to catch fireflies in the park","После заката Ханна пошла ловить светлячков в парке","Dusk is the time in the evening when it begins to get dark","Сумерки - это время вечера, когда начинает темнеть","[dʌsk]","dusk","сумерки",4
"files/22_2230.mp3","files/22_2230_example.mp3","files/22_2230_meaning.mp3","files/22_2230.jpg","Bonnie was gratified after receiving her gift from her parents","Бонни была удовлетворена после получения подарка от родителей","To gratify someone means to please them","Удовлетворять кого-то - значит доставлять им удовольствие","[grǽtəfài]","gratify","ублажать",4
"files/22_2231.mp3","files/22_2231_example.mp3","files/22_2231_meaning.mp3","files/22_2231.jpg","Lisa honed her chess skills through hours and hours of practice","Лиза оттачивала свои шахматные навыки часами практики","To hone something is to improve it and make it very good","Оттачивать что-то - значит улучшать и делать это очень хорошо","[houn]","hone","улучшать",4
"files/22_2232.mp3","files/22_2232_example.mp3","files/22_2232_meaning.mp3","files/22_2232.jpg","It is difficult to interpret while someone is speaking","Трудно интерпретировать, когда кто-то говорит","When you interpret something, you find its meaning, often by changing it into a different language","Когда вы интерпретируете что-то, вы обнаруживаете его значение, часто меняя его на другой язык","[intə́ːrprit]","interpret","интерпретировать",4
"files/22_2233.mp3","files/22_2233_example.mp3","files/22_2233_meaning.mp3","files/22_2233.jpg","We can show he had a motive to commit the crime, but we cannot show he did it","Мы можем показать, что у него был мотив совершить преступление, но мы не можем показать, что он это сделал","Your motive is your reason for doing something","Твой мотив - причина, по которой ты что-то делаешь","[móutiv]","motive","мотив",4
"files/22_2234.mp3","files/22_2234_example.mp3","files/22_2234_meaning.mp3","files/22_2234.jpg","Elaine got pneumonia after playing outside in the rain without a coat","Элейн заболела пневмонией после игры на улице под дождем без пальто","Pneumonia is a dangerous illness causing the lungs to fill with liquid","Пневмония - опасное заболевание, вызывающее легкие, которые наполняются жидкостью","[njumóunjə]","pneumonia","пневмония",4
"files/22_2235.mp3","files/22_2235_example.mp3","files/22_2235_meaning.mp3","files/22_2235.jpg","I think my grandmother has psychic abilities because she can predict anything","Я думаю, что у моей бабушки есть экстрасенсорные способности, потому что она может предсказать что угодно","When someone is psychic, they know what will happen or what people think","Когда кто-то экстрасенс, он знает, что произойдет или что думают люди","[sáikik]","psychic","психическое",4
"files/22_2236.mp3","files/22_2236_example.mp3","files/22_2236_meaning.mp3","files/22_2236.jpg","The psychotic patient believed he saw things that weren’t real","Психотический пациент верил, что видел вещи, которые не были реальны","If someone is psychotic, they have a very serious mental illness","Если у кого-то психоз, у него очень серьезное психическое заболевание","[saikɑ́tik]","psychotic","психотическое",4
"files/22_2237.mp3","files/22_2237_example.mp3","files/22_2237_meaning.mp3","files/22_2237.jpg","Modern history has a wide scope","Современная история имеет широкий простор","The scope of something is how many people or things it relates to","Объем чего-либо - это количество людей или вещей, к которым оно относится","[skoup]","scope","объем",4
"files/22_2238.mp3","files/22_2238_example.mp3","files/22_2238_meaning.mp3","files/22_2238.jpg","Bad guys in most movies have sinister laughs","У плохих парней в большинстве фильмов зловещий смех","If something or someone is sinister, they are evil","Если что-то или кто-то злой, они злые","[sínistəːr]","sinister","зловещий",4
"files/22_2239.mp3","files/22_2239_example.mp3","files/22_2239_meaning.mp3","files/22_2239.jpg","There was a lot of strife between Jim and Lisa about what TV show to watch","Между Джимом и Лизой было много разногласий по поводу того, какой сериал смотреть","Strife is disagreement or fighting between people or groups","Борьба - это разногласие или борьба между людьми или группами","[straif]","strife","раздор",4
"files/22_2240.mp3","files/22_2240_example.mp3","files/22_2240_meaning.mp3","files/22_2240.jpg","Spoken text has many features which are different from written text","Разговорный текст имеет много особенностей, которые отличаются от письменного текста","Text is language used in communicating messages","Текст - это язык, используемый при передаче сообщений","[tekst]","text","текст",4
"files/23_2241.mp3","files/23_2241_example.mp3","files/23_2241_meaning.mp3","files/23_2241.jpg","Eating healthily keeps your arteries clean so blood can flow with ease","Здоровое питание сохраняет ваши артерии в чистоте, чтобы кровь могла легко течь","An artery is a tube that takes blood from the heart to the rest of the body","Артерия - это труба, которая доставляет кровь от сердца к остальной части тела","[ɑ́ːrtəri]","artery","артерия",4
"files/23_2242.mp3","files/23_2242_example.mp3","files/23_2242_meaning.mp3","files/23_2242.jpg","The lack of care led to the deterioration of the house","Отсутствие ухода привело к порче дома","Deterioration is the act of becoming worse","Ухудшение - акт становления хуже","[ditìəriəréiʃən]","deterioration","ухудшение",4
"files/23_2243.mp3","files/23_2243_example.mp3","files/23_2243_meaning.mp3","files/23_2243.jpg","The elusive fish only came out at night","Неуловимая рыба выходила только ночью","If things or people are elusive, they are hard to find","Если вещи или люди неуловимы, их трудно найти","[ilúːsiv]","elusive","неуловимый",4
"files/23_2244.mp3","files/23_2244_example.mp3","files/23_2244_meaning.mp3","files/23_2244.jpg","Saving now will ensure we have enough money for our retirement","Экономия сейчас обеспечит нам достаточно денег для выхода на пенсию","When you ensure something, you make sure it happens","Когда вы что-то гарантируете, вы убедитесь, что это произойдет","[inʃúər]","ensure","обеспечить",4
"files/23_2245.mp3","files/23_2245_example.mp3","files/23_2245_meaning.mp3","files/23_2245.jpg","Running without good shoes may induce leg pain","Бег без хорошей обуви может вызвать боль в ногах","To induce something means to make it happen","Стимулировать что-то значит сделать это","[indjúːs]","induce","индуцируют",4
"files/23_2246.mp3","files/23_2246_example.mp3","files/23_2246_meaning.mp3","files/23_2246.jpg","Denise and Diana have been inseparable since they first met","Дениз и Диана были неразлучны с тех пор, как они впервые встретились","If two things are inseparable, they can’t be separated","Если две вещи неразделимы, они не могут быть разделены","[insépərəbəl]","inseparable","неотделимы друг от друга",4
"files/23_2247.mp3","files/23_2247_example.mp3","files/23_2247_meaning.mp3","files/23_2247.jpg","The way to winning debates is to avoid invalid arguments","Путь к победе в дебатах - избежать недопустимых аргументов","If something is invalid, it is not correct","Если что-то неверно, это не правильно","[invǽlid]","invalid","недействительным",4
"files/23_2248.mp3","files/23_2248_example.mp3","files/23_2248_meaning.mp3","files/23_2248.jpg","Astronomers use telescopes to magnify faraway stars","Астрономы используют телескопы для увеличения дальних звезд","To magnify something means to make it look bigger than it really is","Увеличивать что-то - значит делать его больше, чем есть на самом деле","[mǽgnəfài]","magnify","увеличить",4
"files/23_2249.mp3","files/23_2249_example.mp3","files/23_2249_meaning.mp3","files/23_2249.jpg","Before punk rock music became part of the mainstream, only a few people liked it","До того как панк-рок стал частью мейнстрима, это нравилось лишь немногим","The mainstream is what is considered normal and accepted by most people","Мейнстрим - это то, что считается нормальным и принятым большинством людей","[méinstrìːm]","mainstream","основное направление",4
"files/23_2250.mp3","files/23_2250_example.mp3","files/23_2250_meaning.mp3","files/23_2250.jpg","The first step in curing a disease is finding the microbe that causes it","Первым шагом в лечении заболевания является поиск микроба, который его вызывает","A microbe is a very small living thing that often makes people sick","Микроб - это очень маленькое живое существо, которое часто делает людей больными","[máikroub]","microbe","микроб",4
"files/23_2251.mp3","files/23_2251_example.mp3","files/23_2251_meaning.mp3","files/23_2251.jpg","This is a minor problem","Это небольшая проблема","A minor problem is a very small and unimportant problem","Незначительная проблема - очень маленькая и неважная проблема","[máinər]","minor","незначительный",4
"files/23_2252.mp3","files/23_2252_example.mp3","files/23_2252_meaning.mp3","files/23_2252.jpg","The amount she owed was negligible. It was less than ten cents","Сумма, которую она должна была ничтожна. Она была меньше десяти центов","If something is negligible, it is extremely small and not important","Если что-то незначительное, оно крайне мало и не важно","[néglidʒəbəl]","negligible","незначительный",4
"files/23_2253.mp3","files/23_2253_example.mp3","files/23_2253_meaning.mp3","files/23_2253.jpg","His paralysis meant that he had to use a wheelchair to get around","Его паралич означал, что ему пришлось передвигаться на инвалидной коляске","Paralysis is the loss of the ability to move all or part of your body","Паралич - это потеря способности двигать всем или частью вашего тела","[pərǽləsis]","paralysis","паралич",4
"files/23_2254.mp3","files/23_2254_example.mp3","files/23_2254_meaning.mp3","files/23_2254.jpg","Many farmers put up scarecrows to keep pests of their corn","Многие фермеры сажают чучел, чтобы держать вредителей своей кукурузы","A pest is an animal or insect that hurts plants or food","Вредитель - это животное или насекомое, наносящее вред растениям или пище","[pest]","pest","вредители",4
"files/23_2255.mp3","files/23_2255_example.mp3","files/23_2255_meaning.mp3","files/23_2255.jpg","Unfortunately, injustice still prevails in the country’s court system","К сожалению, в судебной системе страны по-прежнему царит несправедливость","To prevail means to be accepted or very common","Превалировать означает быть принятым или очень распространенным","[privéil]","prevail","превалируют",4
"files/23_2256.mp3","files/23_2256_example.mp3","files/23_2256_meaning.mp3","files/23_2256.jpg","The pursuit of happiness is a basic human right","Стремление к счастью является основным правом человека","When you are in pursuit of something, you are chasing it","Когда вы преследуете что-то, вы преследуете это","[pərsúːt]","pursuit","погоня",4
"files/23_2257.mp3","files/23_2257_example.mp3","files/23_2257_meaning.mp3","files/23_2257.jpg","Sarah put too much water into the balloon, and it ruptured","Сара положила слишком много воды в шар, и он разорвался","To rupture means to tear or burst open","Разорвать - значит порвать или взорваться","[rʌ́ptʃəːr]","rupture","разрыв",4
"files/23_2258.mp3","files/23_2258_example.mp3","files/23_2258_meaning.mp3","files/23_2258.jpg","Wild animals are very savage when defending their babies","Дикие животные очень дикие, когда защищают своих детей","If things or people are savage, they are very violent or cruel","Если вещи или люди дикие, они очень жестокие или жестокие","[sǽvidʒ]","savage","дикарь",4
"files/23_2259.mp3","files/23_2259_example.mp3","files/23_2259_meaning.mp3","files/23_2259.jpg","Tim fell of the swing and was too stunned to cry","Тим упал с качелей и был слишком ошеломлен, чтобы плакать","To stun someone means to make them unable to speak due to surprise or shock","Ошеломить кого-либо означает лишить его возможности говорить из-за удивления или шока","[stʌn]","stun","оглушения",4
"files/23_2260.mp3","files/23_2260_example.mp3","files/23_2260_meaning.mp3","files/23_2260.jpg","Not eating enough vegetables makes you more susceptible to getting sick","Недостаточное употребление овощей делает вас более восприимчивым к заболеванию","If one is susceptible to something like a disease, they are easily harmed by it","Если кто-то подвержен чему-то подобному болезни, он легко причиняет ей вред","[səséptəbəl]","susceptible","восприимчивый",4
"files/24_2261.mp3","files/24_2261_example.mp3","files/24_2261_meaning.mp3","files/24_2261.jpg","The group advocated increased spending on education and schools","Группа выступает за увеличение расходов на образование и школы","To advocate a plan or idea is to support or suggest it in public","Отстаивать план или идею - значит поддерживать или предлагать ее публично","[ǽdvəkèit]","advocate","адвокат",4
"files/24_2262.mp3","files/24_2262_example.mp3","files/24_2262_meaning.mp3","files/24_2262.jpg","She was happy, albeit briefly","Она была счастлива, хотя и ненадолго","Albeit means although. (It is made of three parts – al(though), be, it","Хотя и означает, хотя. (Он состоит из трех частей - все (хотя), будь, это","[ɔːlbíːit]","albeit","хотя",4
"files/24_2263.mp3","files/24_2263_example.mp3","files/24_2263_meaning.mp3","files/24_2263.jpg","The mayor authorized the construction of a new statue in the park","Мэр санкционировал строительство новой статуи в парке","To authorize something means to give permission for it","Авторизовать что-либо означает дать разрешение на это","[ɔ́ːθəràiz]","authorize","авторизовать",4
"files/24_2264.mp3","files/24_2264_example.mp3","files/24_2264_meaning.mp3","files/24_2264.jpg","It was Todd’s job to keep civilians from entering the army facility","Задачей Тодда было не дать гражданским лицам войти в военный объект","A civilian is someone who is not in the military","Гражданский - это тот, кто не в армии","[sivíljən]","civilian","гражданский",4
"files/24_2265.mp3","files/24_2265_example.mp3","files/24_2265_meaning.mp3","files/24_2265.jpg","Fran’s uncle made most of his money trading commodities","Дядя Фрэн сделал большую часть своих денег, торгуя товарами","A commodity is something that can be bought or sold","Товар - это то, что можно купить или продать","[kəmɑ́dəti]","commodity","товар",4
"files/24_2266.mp3","files/24_2266_example.mp3","files/24_2266_meaning.mp3","files/24_2266.jpg","He was unable to communicate his feelings clearly","Он не мог четко выразить свои чувства","When we communicate with others, we talk or write to them","Когда мы общаемся с другими, мы говорим или пишем им","[kəmjúːnəkèit]","communicate","общаться",4
"files/24_2267.mp3","files/24_2267_example.mp3","files/24_2267_meaning.mp3","files/24_2267.jpg","After the conquest, the people of the small city had no freedom","После завоевания жители маленького города не имели свободы","A conquest is an event by which one country takes over another country","Завоевание - это событие, посредством которого одна страна захватывает другую страну","[kɑ́ŋkwest]","conquest","завоевание",4
"files/24_2268.mp3","files/24_2268_example.mp3","files/24_2268_meaning.mp3","files/24_2268.jpg","John came home late, so he had to disclose his activities to his wife","Джон пришел домой поздно, поэтому ему пришлось рассказать о своей деятельности своей жене","To disclose something means to tell it to someone else","Раскрыть что-то значит сказать это кому-то другому","[disklóuz]","disclose","раскрытие",4
"files/24_2269.mp3","files/24_2269_example.mp3","files/24_2269_meaning.mp3","files/24_2269.jpg","A good psychologist needs to know a lot about the dynamics of brain disorders","Хорошему психологу нужно много знать о динамике мозговых расстройств","The dynamics of a situation are the way that parts of it affect each other","Динамика ситуации - это то, как ее части влияют друг на друга","[dainǽmiks]","dynamics","динамика",4
"files/24_2270.mp3","files/24_2270_example.mp3","files/24_2270_meaning.mp3","files/24_2270.jpg","The students had to enroll in the class one semester in advance","Студенты должны были записаться в класс за один семестр","To enroll in something is to put one’s name on a list as a member of a group","Записаться во что-то - значит внести свое имя в список в качестве члена группы","[enróul]","enroll","зачислить",4
"files/24_2271.mp3","files/24_2271_example.mp3","files/24_2271_meaning.mp3","files/24_2271.jpg","They were envious of their neighbor’s front yard","Они завидовали переднему двору своего соседа","When someone is envious, they want something that another person has","Когда кто-то завидует, ему нужно то, что есть у другого","[énviəs]","envious","завидуют",4
"files/24_2272.mp3","files/24_2272_example.mp3","files/24_2272_meaning.mp3","files/24_2272.jpg","Dean’s favorite part of Christmas is the festive clothing that people wear","Любимая часть Рождества Дина - это праздничная одежда, которую носят люди","When something is festive, it is happy and related to a party or celebration","Когда что-то праздничное, оно счастливое и связано с вечеринкой или праздником","[féstiv]","festive","праздничный",4
"files/24_2273.mp3","files/24_2273_example.mp3","files/24_2273_meaning.mp3","files/24_2273.jpg","They indicated that things would be likely to improve soon","Они указали, что ситуация, скорее всего, скоро улучшится","When we indicate something, we show or point out our thoughts or plans","Когда мы указываем что-то, мы показываем или указываем наши мысли или планы","[índikèit]","indicate","показывают",4
"files/24_2274.mp3","files/24_2274_example.mp3","files/24_2274_meaning.mp3","files/24_2274.jpg","Danni made her special soup with lentils when her husband was sick","Данни сделала свой особый суп из чечевицы, когда ее муж заболел","Lentils are very small beans that people cook and eat","Чечевица очень маленькая фасоль, которую люди готовят и едят","[léntil]","lentil","чечевица",4
"files/24_2275.mp3","files/24_2275_example.mp3","files/24_2275_meaning.mp3","files/24_2275.jpg","The students were marshaled outside and put into groups","Студенты были собраны на улице и разбиты на группы","To marshal a group means to assemble them in order","Собрать группу - значит собрать их по порядку","[mɑ́ːrʃəl]","marshal","предводитель",4
"files/24_2276.mp3","files/24_2276_example.mp3","files/24_2276_meaning.mp3","files/24_2276.jpg","To improve our family’s morale, mom suggested going on a picnic","Чтобы улучшить моральный дух нашей семьи, мама предложила пойти на пикник","Morale is the amount of hope that people have during a difficult situation","Мораль - это количество надежды, которую люди испытывают в трудной ситуации","[mourǽl]","morale","боевой дух",4
"files/24_2277.mp3","files/24_2277_example.mp3","files/24_2277_meaning.mp3","files/24_2277.jpg","My boss is in a really bad mood today","У моего босса сегодня действительно плохое настроение","Your mood is the way you are feeling","Ваше настроение - это то, что вы чувствуете","[muːd]","mood","настроение",4
